serialNumber,date,temperature,temperature-norm,temperature-mir,temperature-mir-norm
ZJV0WEHM,2018-08-01,37.5,0.75,-37.5,-0.75
ZJV0WEHM,2018-09-26,38.0,0.8,-38.0,-0.8
ZJV0WEHM,2019-03-06,36.5,0.65,-36.5,-0.65
ZJV0WEHM,2019-04-03,35.25,0.525,-35.25,-0.525
ZJV0WEHM,2019-05-01,35.2,0.5200000000000002,-35.2,-0.5200000000000002
ZJV0WEHM,2019-06-05,38.0,0.8,-38.0,-0.8
ZJV0WEHM,2019-08-07,39.5,0.95,-39.5,-0.95
ZJV0WEHM,2019-09-04,40.0,1.0,-40.0,-1.0
ZJV0WEHM,2019-12-04,34.25,0.425,-34.25,-0.425
ZJV0WEHM,2020-01-01,32.8,0.2799999999999997,-32.8,-0.2799999999999997
ZJV0WEHM,2020-02-05,34.25,0.425,-34.25,-0.425
ZJV0WEHM,2020-03-04,34.0,0.4,-34.0,-0.4
ZJV0WEHM,2020-04-01,34.4,0.43999999999999984,-34.4,-0.43999999999999984
ZJV0WEHM,2020-05-06,35.0,0.5,-35.0,-0.5
ZJV0WEHM,2020-06-03,35.5,0.55,-35.5,-0.55
ZJV0WEHM,2020-08-05,30.0,0.0,-30.0,-0.0
ZJV0WEHM,2020-09-02,31.33333333333333,0.13333333333333286,-31.33333333333333,-0.13333333333333286
PL2331LAH3ZZJJ,2016-04-13,26.66666666666667,0.7291666666666675,-26.66666666666667,-0.7291666666666675
PL2331LAH3ZZJJ,2016-05-04,26.5,0.7031250000000001,-26.5,-0.7031250000000001
PL2331LAH3ZZJJ,2016-06-01,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2016-08-03,24.0,0.31250000000000006,-24.0,-0.31250000000000006
PL2331LAH3ZZJJ,2016-09-07,22.0,0.0,-22.0,-0.0
PL2331LAH3ZZJJ,2016-12-07,26.5,0.7031250000000001,-26.5,-0.7031250000000001
PL2331LAH3ZZJJ,2017-01-04,26.25,0.6640625000000001,-26.25,-0.6640625000000001
PL2331LAH3ZZJJ,2017-02-01,25.5,0.5468750000000001,-25.5,-0.5468750000000001
PL2331LAH3ZZJJ,2017-03-01,25.4,0.5312499999999999,-25.4,-0.5312499999999999
PL2331LAH3ZZJJ,2017-04-05,25.5,0.5468750000000001,-25.5,-0.5468750000000001
PL2331LAH3ZZJJ,2017-05-03,26.8,0.7500000000000003,-26.8,-0.7500000000000003
PL2331LAH3ZZJJ,2017-06-07,27.0,0.7812500000000002,-27.0,-0.7812500000000002
PL2331LAH3ZZJJ,2017-08-02,23.0,0.15625000000000003,-23.0,-0.15625000000000003
PL2331LAH3ZZJJ,2017-09-06,23.75,0.27343750000000006,-23.75,-0.27343750000000006
PL2331LAH3ZZJJ,2017-12-06,24.25,0.35156250000000006,-24.25,-0.35156250000000006
PL2331LAH3ZZJJ,2018-01-03,26.4,0.6874999999999999,-26.4,-0.6874999999999999
PL2331LAH3ZZJJ,2018-02-07,26.5,0.7031250000000001,-26.5,-0.7031250000000001
PL2331LAH3ZZJJ,2018-03-07,27.0,0.7812500000000002,-27.0,-0.7812500000000002
PL2331LAH3ZZJJ,2018-04-04,27.75,0.8984375000000002,-27.75,-0.8984375000000002
PL2331LAH3ZZJJ,2018-05-02,27.0,0.7812500000000002,-27.0,-0.7812500000000002
PL2331LAH3ZZJJ,2018-06-06,25.0,0.4687500000000001,-25.0,-0.4687500000000001
PL2331LAH3ZZJJ,2018-08-01,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2018-09-05,25.75,0.5859375000000001,-25.75,-0.5859375000000001
PL2331LAH3ZZJJ,2018-12-05,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2019-01-02,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2019-02-06,25.25,0.5078125000000001,-25.25,-0.5078125000000001
PL2331LAH3ZZJJ,2019-03-06,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2019-04-03,25.75,0.5859375000000001,-25.75,-0.5859375000000001
PL2331LAH3ZZJJ,2019-05-01,26.0,0.6250000000000001,-26.0,-0.6250000000000001
PL2331LAH3ZZJJ,2019-06-05,23.75,0.27343750000000006,-23.75,-0.27343750000000006
PL2331LAH3ZZJJ,2019-08-07,23.75,0.27343750000000006,-23.75,-0.27343750000000006
PL2331LAH3ZZJJ,2019-09-04,24.75,0.4296875000000001,-24.75,-0.4296875000000001
PL2331LAH3ZZJJ,2019-12-04,27.5,0.8593750000000002,-27.5,-0.8593750000000002
PL2331LAH3ZZJJ,2020-01-01,27.8,0.9062500000000003,-27.8,-0.9062500000000003
PL2331LAH3ZZJJ,2020-02-05,27.5,0.8593750000000002,-27.5,-0.8593750000000002
PL2331LAH3ZZJJ,2020-03-04,28.0,0.9375000000000002,-28.0,-0.9375000000000002
PL2331LAH3ZZJJ,2020-04-01,28.0,0.9375000000000002,-28.0,-0.9375000000000002
PL2331LAH3ZZJJ,2020-05-06,26.75,0.7421875000000001,-26.75,-0.7421875000000001
PL2331LAH3ZZJJ,2020-06-03,25.25,0.5078125000000001,-25.25,-0.5078125000000001
PL2331LAH3ZZJJ,2020-08-05,27.0,0.7812500000000002,-27.0,-0.7812500000000002
PL2331LAH3ZZJJ,2020-09-02,26.2,0.65625,-26.2,-0.65625
PL2331LAH3ZZJJ,2020-12-02,28.4,1.0,-28.4,-1.0
Z4D0AHCB,2015-04-22,30.5,0.13043478260869565,-30.5,-0.13043478260869565
Z4D0AHCB,2015-05-06,31.75,0.34782608695652173,-31.75,-0.34782608695652173
Z4D0AHCB,2015-06-03,32.0,0.391304347826087,-32.0,-0.391304347826087
Z4D0AHCB,2015-07-01,31.2,0.25217391304347814,-31.2,-0.25217391304347814
Z4D0AHCB,2015-08-05,31.0,0.21739130434782608,-31.0,-0.21739130434782608
Z4D0AHCB,2015-09-02,31.0,0.21739130434782608,-31.0,-0.21739130434782608
Z4D0AHCB,2015-10-07,31.5,0.30434782608695654,-31.5,-0.30434782608695654
Z4D0AHCB,2015-11-04,32.0,0.391304347826087,-32.0,-0.391304347826087
Z4D0AHCB,2015-12-02,32.0,0.391304347826087,-32.0,-0.391304347826087
Z4D0AHCB,2016-01-06,32.0,0.391304347826087,-32.0,-0.391304347826087
Z4D0AHCB,2016-02-03,32.25,0.43478260869565216,-32.25,-0.43478260869565216
Z4D0AHCB,2016-03-02,32.6,0.4956521739130437,-32.6,-0.4956521739130437
Z4D0AHCB,2016-04-06,32.25,0.43478260869565216,-32.25,-0.43478260869565216
Z4D0AHCB,2016-05-04,31.0,0.21739130434782608,-31.0,-0.21739130434782608
Z4D0AHCB,2016-06-01,30.8,0.18260869565217402,-30.8,-0.18260869565217402
Z4D0AHCB,2016-08-03,32.2,0.4260869565217396,-32.2,-0.4260869565217396
Z4D0AHCB,2016-09-07,31.75,0.34782608695652173,-31.75,-0.34782608695652173
Z4D0AHCB,2016-12-07,33.25,0.6086956521739131,-33.25,-0.6086956521739131
Z4D0AHCB,2017-01-04,30.5,0.13043478260869565,-30.5,-0.13043478260869565
Z4D0AHCB,2017-02-01,30.0,0.043478260869565216,-30.0,-0.043478260869565216
Z4D0AHCB,2017-03-01,30.2,0.07826086956521727,-30.2,-0.07826086956521727
Z4D0AHCB,2017-04-05,29.75,0.0,-29.75,-0.0
Z4D0AHCB,2017-05-03,30.0,0.043478260869565216,-30.0,-0.043478260869565216
Z4D0AHCB,2017-06-07,30.75,0.17391304347826086,-30.75,-0.17391304347826086
Z4D0AHCB,2017-08-02,31.8,0.3565217391304349,-31.8,-0.3565217391304349
Z4D0AHCB,2017-09-06,31.0,0.21739130434782608,-31.0,-0.21739130434782608
Z4D0AHCB,2017-12-06,30.75,0.17391304347826086,-30.75,-0.17391304347826086
Z4D0AHCB,2018-01-03,31.4,0.28695652173913017,-31.4,-0.28695652173913017
Z4D0AHCB,2018-02-07,31.75,0.34782608695652173,-31.75,-0.34782608695652173
Z4D0AHCB,2018-03-07,31.5,0.30434782608695654,-31.5,-0.30434782608695654
Z4D0AHCB,2018-04-04,33.0,0.5652173913043478,-33.0,-0.5652173913043478
Z4D0AHCB,2018-05-02,33.0,0.5652173913043478,-33.0,-0.5652173913043478
Z4D0AHCB,2018-06-06,32.75,0.5217391304347826,-32.75,-0.5217391304347826
Z4D0AHCB,2018-08-01,31.4,0.28695652173913017,-31.4,-0.28695652173913017
Z4D0AHCB,2018-09-05,31.0,0.21739130434782608,-31.0,-0.21739130434782608
Z4D0AHCB,2018-12-05,35.5,1.0,-35.5,-1.0
Z4D0AHCB,2019-01-02,35.0,0.9130434782608695,-35.0,-0.9130434782608695
Z4D0AHCB,2019-02-06,32.5,0.4782608695652174,-32.5,-0.4782608695652174
Z4D0AHCB,2019-03-06,33.75,0.6956521739130435,-33.75,-0.6956521739130435
40N0A0NFF97G,2020-08-19,30.0,0.0,-30.0,-0.0
40N0A0NFF97G,2020-09-02,31.8,0.7500000000000008,-31.8,-0.7500000000000008
40N0A0NFF97G,2020-12-02,32.4,1.0,-32.4,-1.0
ZL005BPN,2020-08-05,28.75,1.0,-28.75,-1.0
ZL005BPN,2020-09-02,28.6,0.9032258064516139,-28.6,-0.9032258064516139
ZL005BPN,2020-12-02,27.2,0.0,-27.2,-0.0
ZA142RKY,2016-12-07,37.5,0.8993288590604027,-37.5,-0.8993288590604027
ZA142RKY,2017-01-04,38.25,1.0,-38.25,-1.0
ZA142RKY,2017-02-01,36.5,0.7651006711409396,-36.5,-0.7651006711409396
ZA142RKY,2017-03-01,33.0,0.2953020134228187,-33.0,-0.2953020134228187
ZA142RKY,2017-04-05,31.75,0.12751677852348986,-31.75,-0.12751677852348986
ZA142RKY,2017-05-03,31.2,0.053691275167785046,-31.2,-0.053691275167785046
ZA142RKY,2017-06-07,31.0,0.026845637583892523,-31.0,-0.026845637583892523
ZA142RKY,2017-08-02,31.4,0.08053691275167757,-31.4,-0.08053691275167757
ZA142RKY,2017-09-06,31.75,0.12751677852348986,-31.75,-0.12751677852348986
ZA142RKY,2017-12-06,32.75,0.261744966442953,-32.75,-0.261744966442953
ZA142RKY,2018-01-03,33.0,0.2953020134228187,-33.0,-0.2953020134228187
ZA142RKY,2018-02-07,32.25,0.1946308724832214,-32.25,-0.1946308724832214
ZA142RKY,2018-03-07,32.5,0.22818791946308717,-32.5,-0.22818791946308717
ZA142RKY,2018-04-04,31.25,0.0604026845637583,-31.25,-0.0604026845637583
ZA142RKY,2018-05-02,30.8,0.0,-30.8,-0.0
ZA142RKY,2018-06-06,31.0,0.026845637583892523,-31.0,-0.026845637583892523
ZA142RKY,2018-08-01,31.0,0.026845637583892523,-31.0,-0.026845637583892523
ZA142RKY,2018-09-05,32.25,0.1946308724832214,-32.25,-0.1946308724832214
ZA142RKY,2018-12-05,31.5,0.09395973154362408,-31.5,-0.09395973154362408
ZA142RKY,2019-01-02,32.4,0.21476510067114069,-32.4,-0.21476510067114069
ZA142RKY,2019-02-06,34.25,0.4630872483221476,-34.25,-0.4630872483221476
ZA142RKY,2019-03-06,32.0,0.1610738255033556,-32.0,-0.1610738255033556
ZA142RKY,2019-04-03,31.5,0.09395973154362408,-31.5,-0.09395973154362408
ZA142RKY,2019-05-01,31.6,0.10738255033557058,-31.6,-0.10738255033557058
ZA142RKY,2019-06-05,31.25,0.0604026845637583,-31.25,-0.0604026845637583
ZA142RKY,2019-08-07,32.0,0.1610738255033556,-32.0,-0.1610738255033556
ZA142RKY,2019-09-04,31.75,0.12751677852348986,-31.75,-0.12751677852348986
ZA142RKY,2019-12-04,32.0,0.1610738255033556,-32.0,-0.1610738255033556
ZA142RKY,2020-01-01,32.0,0.1610738255033556,-32.0,-0.1610738255033556
ZA142RKY,2020-02-05,31.75,0.12751677852348986,-31.75,-0.12751677852348986
ZA142RKY,2020-03-04,32.0,0.1610738255033556,-32.0,-0.1610738255033556
ZA142RKY,2020-04-01,31.6,0.10738255033557058,-31.6,-0.10738255033557058
ZA142RKY,2020-05-06,31.25,0.0604026845637583,-31.25,-0.0604026845637583
ZA142RKY,2020-06-03,31.25,0.0604026845637583,-31.25,-0.0604026845637583
ZA142RKY,2020-08-05,35.25,0.5973154362416107,-35.25,-0.5973154362416107
ZA142RKY,2020-09-02,35.2,0.590604026845638,-35.2,-0.590604026845638
ZA142RKY,2020-12-02,34.0,0.4295302013422818,-34.0,-0.4295302013422818
ZJV2ES6B,2019-01-23,21.0,0.03225806451612903,-21.0,-0.03225806451612903
ZJV2ES6B,2019-02-06,21.5,0.0967741935483871,-21.5,-0.0967741935483871
ZJV2ES6B,2019-03-06,22.25,0.1935483870967742,-22.25,-0.1935483870967742
ZJV2ES6B,2019-04-03,23.25,0.3225806451612903,-23.25,-0.3225806451612903
ZJV2ES6B,2019-05-01,23.2,0.31612903225806444,-23.2,-0.31612903225806444
ZJV2ES6B,2019-06-05,23.25,0.3225806451612903,-23.25,-0.3225806451612903
ZJV2ES6B,2019-08-07,25.5,0.6129032258064516,-25.5,-0.6129032258064516
ZJV2ES6B,2019-09-04,25.0,0.5483870967741935,-25.0,-0.5483870967741935
ZJV2ES6B,2019-12-04,24.5,0.4838709677419355,-24.5,-0.4838709677419355
ZJV2ES6B,2020-01-01,23.6,0.36774193548387113,-23.6,-0.36774193548387113
ZJV2ES6B,2020-02-05,21.25,0.06451612903225806,-21.25,-0.06451612903225806
ZJV2ES6B,2020-03-04,23.75,0.3870967741935484,-23.75,-0.3870967741935484
ZJV2ES6B,2020-04-01,21.4,0.0838709677419353,-21.4,-0.0838709677419353
ZJV2ES6B,2020-05-06,20.75,0.0,-20.75,-0.0
ZJV2ES6B,2020-06-03,26.25,0.7096774193548387,-26.25,-0.7096774193548387
ZJV2ES6B,2020-08-05,28.5,1.0,-28.5,-1.0
ZJV2ES6B,2020-09-02,23.0,0.2903225806451613,-23.0,-0.2903225806451613
ZJV2ES6B,2020-12-02,22.0,0.16129032258064516,-22.0,-0.16129032258064516
PL1331LAHG76DH,2017-03-08,30.75,0.35975609756097554,-30.75,-0.35975609756097554
PL1331LAHG76DH,2017-04-05,30.5,0.3292682926829268,-30.5,-0.3292682926829268
PL1331LAHG76DH,2017-05-03,32.4,0.5609756097560974,-32.4,-0.5609756097560974
PL1331LAHG76DH,2017-06-07,35.0,0.8780487804878049,-35.0,-0.8780487804878049
PL1331LAHG76DH,2017-08-02,31.2,0.4146341463414633,-31.2,-0.4146341463414633
PL1331LAHG76DH,2017-09-06,32.5,0.573170731707317,-32.5,-0.573170731707317
PL1331LAHG76DH,2017-12-06,31.25,0.4207317073170731,-31.25,-0.4207317073170731
PL1331LAHG76DH,2018-01-03,31.4,0.4390243902439022,-31.4,-0.4390243902439022
PL1331LAHG76DH,2018-02-07,31.25,0.4207317073170731,-31.25,-0.4207317073170731
PL1331LAHG76DH,2018-03-07,32.0,0.5121951219512195,-32.0,-0.5121951219512195
PL1331LAHG76DH,2018-04-04,32.0,0.5121951219512195,-32.0,-0.5121951219512195
PL1331LAHG76DH,2018-05-02,31.8,0.48780487804878053,-31.8,-0.48780487804878053
PL1331LAHG76DH,2018-06-06,31.5,0.4512195121951219,-31.5,-0.4512195121951219
PL1331LAHG76DH,2018-08-01,33.0,0.6341463414634146,-33.0,-0.6341463414634146
PL1331LAHG76DH,2018-09-05,32.75,0.6036585365853658,-32.75,-0.6036585365853658
PL1331LAHG76DH,2018-12-05,33.0,0.6341463414634146,-33.0,-0.6341463414634146
PL1331LAHG76DH,2019-01-02,32.6,0.5853658536585368,-32.6,-0.5853658536585368
PL1331LAHG76DH,2019-02-06,32.75,0.6036585365853658,-32.75,-0.6036585365853658
PL1331LAHG76DH,2019-03-06,30.0,0.26829268292682923,-30.0,-0.26829268292682923
PL1331LAHG76DH,2019-04-03,28.5,0.08536585365853651,-28.5,-0.08536585365853651
PL1331LAHG76DH,2019-05-01,27.8,0.0,-27.8,-0.0
PL1331LAHG76DH,2019-06-05,29.75,0.23780487804878042,-29.75,-0.23780487804878042
PL1331LAHG76DH,2019-08-07,31.25,0.4207317073170731,-31.25,-0.4207317073170731
PL1331LAHG76DH,2019-09-04,31.25,0.4207317073170731,-31.25,-0.4207317073170731
PL1331LAHG76DH,2019-12-04,30.75,0.35975609756097554,-30.75,-0.35975609756097554
PL1331LAHG76DH,2020-01-01,30.4,0.3170731707317071,-30.4,-0.3170731707317071
PL1331LAHG76DH,2020-02-05,31.75,0.48170731707317066,-31.75,-0.48170731707317066
PL1331LAHG76DH,2020-03-04,33.0,0.6341463414634146,-33.0,-0.6341463414634146
PL1331LAHG76DH,2020-04-01,33.6,0.7073170731707319,-33.6,-0.7073170731707319
PL1331LAHG76DH,2020-05-06,34.75,0.8475609756097561,-34.75,-0.8475609756097561
PL1331LAHG76DH,2020-06-03,36.0,1.0,-36.0,-1.0
PL1331LAHG76DH,2020-08-05,30.75,0.35975609756097554,-30.75,-0.35975609756097554
PL1331LAHG76DH,2020-09-02,32.6,0.5853658536585368,-32.6,-0.5853658536585368
PL1331LAHG76DH,2020-12-02,29.8,0.24390243902439027,-29.8,-0.24390243902439027
ZL000B4N,2020-03-04,27.75,0.0,-27.75,-0.0
ZL000B4N,2020-04-01,28.6,0.19101123595505637,-28.6,-0.19101123595505637
ZL000B4N,2020-05-06,29.25,0.337078651685393,-29.25,-0.337078651685393
ZL000B4N,2020-06-03,29.5,0.3932584269662919,-29.5,-0.3932584269662919
ZL000B4N,2020-08-05,30.75,0.674157303370786,-30.75,-0.674157303370786
ZL000B4N,2020-09-02,32.2,1.0,-32.2,-1.0
ZL000B4N,2020-12-02,28.6,0.19101123595505637,-28.6,-0.19101123595505637
S300X91L,2015-01-21,20.5,0.0,-20.5,-0.0
S300X91L,2015-02-04,21.75,0.11904761904761904,-21.75,-0.11904761904761904
S300X91L,2015-03-04,24.0,0.3333333333333333,-24.0,-0.3333333333333333
S300X91L,2015-04-01,24.6,0.3904761904761906,-24.6,-0.3904761904761906
S300X91L,2015-05-06,28.0,0.7142857142857143,-28.0,-0.7142857142857143
S300X91L,2015-06-03,24.0,0.3333333333333333,-24.0,-0.3333333333333333
S300X91L,2015-07-01,21.4,0.08571428571428558,-21.4,-0.08571428571428558
S300X91L,2015-08-05,22.0,0.14285714285714285,-22.0,-0.14285714285714285
S300X91L,2015-09-02,22.0,0.14285714285714285,-22.0,-0.14285714285714285
S300X91L,2015-10-07,21.75,0.11904761904761904,-21.75,-0.11904761904761904
S300X91L,2015-11-04,22.75,0.21428571428571427,-22.75,-0.21428571428571427
S300X91L,2015-12-02,23.0,0.23809523809523808,-23.0,-0.23809523809523808
S300X91L,2016-01-06,23.0,0.23809523809523808,-23.0,-0.23809523809523808
S300X91L,2016-02-03,23.0,0.23809523809523808,-23.0,-0.23809523809523808
S300X91L,2016-03-02,26.0,0.5238095238095238,-26.0,-0.5238095238095238
S300X91L,2016-04-06,26.5,0.5714285714285714,-26.5,-0.5714285714285714
S300X91L,2016-05-04,25.25,0.4523809523809524,-25.25,-0.4523809523809524
S300X91L,2016-06-01,25.8,0.5047619047619049,-25.8,-0.5047619047619049
S300X91L,2016-08-03,24.4,0.3714285714285713,-24.4,-0.3714285714285713
S300X91L,2016-09-07,31.0,1.0,-31.0,-1.0
S300X91L,2016-12-07,24.5,0.38095238095238093,-24.5,-0.38095238095238093
S300X91L,2017-01-04,23.0,0.23809523809523808,-23.0,-0.23809523809523808
S300X91L,2017-02-01,22.0,0.14285714285714285,-22.0,-0.14285714285714285
S300X91L,2017-03-01,21.2,0.0666666666666666,-21.2,-0.0666666666666666
S300X91L,2017-04-05,21.25,0.07142857142857142,-21.25,-0.07142857142857142
S300X91L,2017-05-03,22.8,0.2190476190476191,-22.8,-0.2190476190476191
S300X91L,2017-06-07,22.5,0.19047619047619047,-22.5,-0.19047619047619047
S300X91L,2017-08-02,21.6,0.1047619047619049,-21.6,-0.1047619047619049
S300X91L,2017-09-06,21.25,0.07142857142857142,-21.25,-0.07142857142857142
S300X91L,2017-12-06,22.5,0.19047619047619047,-22.5,-0.19047619047619047
S300X91L,2018-01-03,24.2,0.3523809523809523,-24.2,-0.3523809523809523
S300X91L,2018-02-07,23.75,0.30952380952380953,-23.75,-0.30952380952380953
S300X91L,2018-03-07,24.5,0.38095238095238093,-24.5,-0.38095238095238093
S300X91L,2018-04-04,24.5,0.38095238095238093,-24.5,-0.38095238095238093
S300X91L,2018-05-02,24.0,0.3333333333333333,-24.0,-0.3333333333333333
S300X91L,2018-06-06,23.0,0.23809523809523808,-23.0,-0.23809523809523808
S300X91L,2018-08-01,23.8,0.31428571428571433,-23.8,-0.31428571428571433
S300X91L,2018-09-05,23.5,0.2857142857142857,-23.5,-0.2857142857142857
S300X91L,2018-12-05,26.5,0.5714285714285714,-26.5,-0.5714285714285714
S300X91L,2019-01-02,27.25,0.6428571428571429,-27.25,-0.6428571428571429
MJ0351YNGA3T5A,2013-04-10,26.33333333333333,0.5463347164591974,-26.33333333333333,-0.5463347164591974
MJ0351YNGA3T5A,2013-05-01,28.4,0.7178423236514522,-28.4,-0.7178423236514522
MJ0351YNGA3T5A,2013-06-05,26.5,0.5601659751037344,-26.5,-0.5601659751037344
MJ0351YNGA3T5A,2013-07-03,27.6,0.6514522821576765,-27.6,-0.6514522821576765
MJ0351YNGA3T5A,2013-08-07,28.0,0.6846473029045643,-28.0,-0.6846473029045643
MJ0351YNGA3T5A,2013-10-16,28.33333333333333,0.7123098201936372,-28.33333333333333,-0.7123098201936372
MJ0351YNGA3T5A,2013-11-06,27.75,0.6639004149377593,-27.75,-0.6639004149377593
MJ0351YNGA3T5A,2013-12-04,30.5,0.892116182572614,-30.5,-0.892116182572614
MJ0351YNGA3T5A,2014-01-01,29.8,0.8340248962655602,-29.8,-0.8340248962655602
MJ0351YNGA3T5A,2014-02-05,30.25,0.871369294605809,-30.25,-0.871369294605809
MJ0351YNGA3T5A,2014-03-05,30.5,0.892116182572614,-30.5,-0.892116182572614
MJ0351YNGA3T5A,2014-04-02,29.8,0.8340248962655602,-29.8,-0.8340248962655602
MJ0351YNGA3T5A,2014-05-07,29.75,0.8298755186721991,-29.75,-0.8298755186721991
MJ0351YNGA3T5A,2014-06-04,31.0,0.933609958506224,-31.0,-0.933609958506224
MJ0351YNGA3T5A,2014-07-02,25.8,0.5020746887966805,-25.8,-0.5020746887966805
MJ0351YNGA3T5A,2014-08-06,22.5,0.22821576763485477,-22.5,-0.22821576763485477
MJ0351YNGA3T5A,2014-09-03,23.5,0.3112033195020747,-23.5,-0.3112033195020747
MJ0351YNGA3T5A,2014-10-01,23.6,0.31950207468879677,-23.6,-0.31950207468879677
MJ0351YNGA3T5A,2014-11-05,29.0,0.7676348547717842,-29.0,-0.7676348547717842
MJ0351YNGA3T5A,2014-12-03,27.2,0.6182572614107883,-27.2,-0.6182572614107883
MJ0351YNGA3T5A,2015-01-07,29.75,0.8298755186721991,-29.75,-0.8298755186721991
MJ0351YNGA3T5A,2015-02-04,31.5,0.975103734439834,-31.5,-0.975103734439834
MJ0351YNGA3T5A,2015-03-04,29.0,0.7676348547717842,-29.0,-0.7676348547717842
MJ0351YNGA3T5A,2015-04-01,26.4,0.5518672199170123,-26.4,-0.5518672199170123
MJ0351YNGA3T5A,2015-05-06,25.0,0.4356846473029045,-25.0,-0.4356846473029045
MJ0351YNGA3T5A,2015-06-03,24.0,0.3526970954356846,-24.0,-0.3526970954356846
MJ0351YNGA3T5A,2015-07-01,31.8,1.0,-31.8,-1.0
MJ0351YNGA3T5A,2015-08-05,30.0,0.8506224066390041,-30.0,-0.8506224066390041
MJ0351YNGA3T5A,2015-09-02,30.8,0.91701244813278,-30.8,-0.91701244813278
MJ0351YNGA3T5A,2015-10-07,30.33333333333333,0.878284923928077,-30.33333333333333,-0.878284923928077
MJ0351YNGA3T5A,2015-11-04,30.5,0.892116182572614,-30.5,-0.892116182572614
MJ0351YNGA3T5A,2015-12-02,30.0,0.8506224066390041,-30.0,-0.8506224066390041
MJ0351YNGA3T5A,2016-01-06,30.0,0.8506224066390041,-30.0,-0.8506224066390041
MJ0351YNGA3T5A,2016-02-03,28.25,0.7053941908713692,-28.25,-0.7053941908713692
MJ0351YNGA3T5A,2016-03-02,25.4,0.46887966804979236,-25.4,-0.46887966804979236
MJ0351YNGA3T5A,2016-04-06,23.5,0.3112033195020747,-23.5,-0.3112033195020747
MJ0351YNGA3T5A,2016-05-04,24.25,0.37344398340248963,-24.25,-0.37344398340248963
MJ0351YNGA3T5A,2016-06-01,26.0,0.5186721991701244,-26.0,-0.5186721991701244
MJ0351YNGA3T5A,2016-08-03,24.8,0.4190871369294606,-24.8,-0.4190871369294606
MJ0351YNGA3T5A,2016-09-07,21.25,0.12448132780082986,-21.25,-0.12448132780082986
MJ0351YNGA3T5A,2016-12-07,22.75,0.24896265560165973,-22.75,-0.24896265560165973
MJ0351YNGA3T5A,2017-01-04,23.75,0.33195020746887965,-23.75,-0.33195020746887965
MJ0351YNGA3T5A,2017-02-01,25.25,0.45643153526970953,-25.25,-0.45643153526970953
MJ0351YNGA3T5A,2017-03-01,23.6,0.31950207468879677,-23.6,-0.31950207468879677
MJ0351YNGA3T5A,2017-04-05,19.75,0.0,-19.75,-0.0
MJ0351YNGA3T5A,2017-05-03,25.4,0.46887966804979236,-25.4,-0.46887966804979236
MJ0351YNGA3T5A,2017-06-07,21.75,0.16597510373443983,-21.75,-0.16597510373443983
MJ0351YNGA3T5A,2017-08-02,20.0,0.02074688796680498,-20.0,-0.02074688796680498
ZJV2FQYA,2018-12-19,31.5,0.0,-31.5,-0.0
ZJV2FQYA,2019-01-02,33.4,0.7599999999999995,-33.4,-0.7599999999999995
ZJV2FQYA,2019-02-06,33.25,0.7,-33.25,-0.7
ZJV2FQYA,2019-03-06,33.75,0.9,-33.75,-0.9
ZJV2FQYA,2019-04-03,34.0,1.0,-34.0,-1.0
ZJV2FQYA,2019-05-01,33.2,0.6800000000000012,-33.2,-0.6800000000000012
ZJV2FQYA,2019-06-05,33.75,0.9,-33.75,-0.9
PL1331LAHGXSDH,2017-02-22,31.0,0.4549763033175356,-31.0,-0.4549763033175356
PL1331LAHGXSDH,2017-03-01,30.2,0.3791469194312796,-30.2,-0.3791469194312796
PL1331LAHGXSDH,2017-04-05,28.0,0.1706161137440759,-28.0,-0.1706161137440759
PL1331LAHGXSDH,2017-05-03,30.8,0.4360189573459717,-30.8,-0.4360189573459717
PL1331LAHGXSDH,2017-06-07,36.75,1.0,-36.75,-1.0
PL1331LAHGXSDH,2017-08-02,30.8,0.4360189573459717,-30.8,-0.4360189573459717
PL1331LAHGXSDH,2017-09-06,33.0,0.6445497630331753,-33.0,-0.6445497630331753
PL1331LAHGXSDH,2017-12-06,28.75,0.2417061611374408,-28.75,-0.2417061611374408
PL1331LAHGXSDH,2018-01-03,29.6,0.32227488151658784,-29.6,-0.32227488151658784
PL1331LAHGXSDH,2018-02-07,29.25,0.28909952606635075,-29.25,-0.28909952606635075
PL1331LAHGXSDH,2018-03-07,29.0,0.2654028436018958,-29.0,-0.2654028436018958
PL1331LAHGXSDH,2018-04-04,29.75,0.3364928909952607,-29.75,-0.3364928909952607
PL1331LAHGXSDH,2018-05-02,29.6,0.32227488151658784,-29.6,-0.32227488151658784
PL1331LAHGXSDH,2018-06-06,29.25,0.28909952606635075,-29.25,-0.28909952606635075
PL1331LAHGXSDH,2018-08-01,30.6,0.4170616113744078,-30.6,-0.4170616113744078
PL1331LAHGXSDH,2018-09-05,31.0,0.4549763033175356,-31.0,-0.4549763033175356
PL1331LAHGXSDH,2018-12-05,29.0,0.2654028436018958,-29.0,-0.2654028436018958
